time	well1	fibro_id	time_exact	ocr	ecar	ppr
1	A01	Background	1.309	0	0	0
1	A02	Background	1.309	0	0	0
1	A03	Background	1.309	0	0	0
1	A04	Background	1.309	0	0	0
1	A05	Background	1.309	0	0	0
1	A06	Background	1.309	0	0	0
1	A07	Background	1.309	0	0	0
1	A08	Background	1.309	0	0	0
1	A09	Background	1.309	0	0	0
1	A10	Background	1.309	0	0	0
1	A11	Background	1.309	0	0	0
1	A12	Background	1.309	0	0	0
1	B01	c1 3/4	1.309	126,527.32	66,411.58	118,106.36
1	B02	c1 3/4	1.309	142,094.54	70,895.03	126,079.72
1	B03	c1 3/4	1.309	142,840.49	44,933.28	79,909.34
1	B04	c1 3/4	1.309	144,214.46	59,604.52	106,000.68
1	B05	c1 3/4	1.309	132,728.15	50,590.52	89,970.18
1	B06	c1 3/4	1.309	145,742.24	63,229.92	112,448.09
1	B07	c1 5/6	1.309	146,032.31	61,739.31	109,797.18
1	B08	c1 5/6	1.309	142,514.39	66,023.21	117,415.68
1	B09	c1 5/6	1.309	147,268.81	68,151.30	121,200.27
1	B10	c1 5/6	1.309	143,766.15	79,960.74	142,202.17
1	B11	c1 5/6	1.309	140,480.04	77,806.58	138,371.23
1	B12	c1 5/6	1.309	122,525.49	63,976.72	113,776.20
1	C01	c3 3/4	1.309	131,255.50	94,823.41	168,633.95
1	C02	c3 3/4	1.309	161,043.85	109,383.95	194,528.41
1	C03	c3 3/4	1.309	163,687.74	60,109.73	106,899.14
1	C04	c3 3/4	1.309	163,913.30	90,248.71	160,498.31
1	C05	c3 3/4	1.309	158,813.96	61,460.07	109,300.59
1	C06	c3 3/4	1.309	164,183.94	92,954.00	165,309.40
1	C07	c3 5/6	1.309	135,828.71	57,747.02	102,697.30
1	C08	c3 5/6	1.309	126,262.78	71,788.94	127,669.44
1	C09	c3 5/6	1.309	155,889.58	58,136.87	103,390.61
1	C10	c3 5/6	1.309	136,552.84	88,795.67	157,914.23
1	C11	c3 5/6	1.309	143,277.51	110,590.84	196,674.75
1	C12	c3 5/6	1.309	77,286.76	80,811.16	143,714.57
1	D01	c2 3/4	1.309	149,426.61	71,078.25	126,405.56
1	D02	c2 3/4	1.309	190,419.66	100,349.38	178,461.33
1	D03	c2 3/4	1.309	185,202.07	102,122.82	181,615.22
1	D04	c2 3/4	1.309	211,624.49	119,156.19	211,907.36
1	D05	c2 3/4	1.309	194,052.45	86,117.13	153,150.70
1	D06	c2 3/4	1.309	187,854.02	118,588.19	210,897.23
1	D07	c2 5/6	1.309	198,533.33	76,796.17	136,574.30
1	D08	c2 5/6	1.309	183,594.42	60,870.59	108,252.26
1	D09	c2 5/6	1.309	180,379.45	97,517.26	173,424.70
1	D10	c2 5/6	1.309	169,064.17	97,654.19	173,668.21
1	D11	c2 5/6	1.309	161,402.76	98,459.71	175,100.74
1	D12	c2 5/6	1.309	127,937.83	80,983.54	144,021.14
1	E01	p3.I.2 3/4	1.309	108,749.17	86,160.21	153,227.33
1	E02	p3.I.2 3/4	1.309	165,048.44	121,440.59	215,969.95
1	E03	p3.I.2 3/4	1.309	154,201.39	81,372.26	144,712.43
1	E04	p3.I.2 3/4	1.309	162,411.95	118,928.88	211,503.11
1	E05	p3.I.2 3/4	1.309	159,311.94	108,280.89	192,566.73
1	E06	p3.I.2 3/4	1.309	142,412.54	46,638.79	82,942.42
1	E07	p3.I.2 5/6	1.309	161,074.16	87,049.54	154,808.90
1	E08	p3.I.2 5/6	1.309	174,227.07	110,555.07	196,611.14
1	E09	p3.I.2 5/6	1.309	130,744.00	83,691.39	148,836.77
1	E10	p3.I.2 5/6	1.309	136,122.69	76,930.98	136,814.06
1	E11	p3.I.2 5/6	1.309	131,366.66	96,669.48	171,917.00
1	E12	p3.I.2 5/6	1.309	111,890.65	98,273.38	174,769.38
1	F01	p6.II.1 3/4	1.309	58,881.66	57,717.17	102,644.21
1	F02	p6.II.1 3/4	1.309	88,754.90	55,863.38	99,347.43
1	F03	p6.II.1 3/4	1.309	90,548.91	60,339.52	107,307.80
1	F04	p6.II.1 3/4	1.309	84,291.31	50,404.17	89,638.77
1	F05	p6.II.1 3/4	1.309	77,216.12	53,482.26	95,112.85
1	F06	p6.II.1 3/4	1.309	81,064.09	55,607.00	98,891.48
1	F07	p6.II.1 5/6	1.309	79,593.18	57,430.13	102,133.74
1	F08	p6.II.1 5/6	1.309	83,150.30	56,453.89	100,397.60
1	F09	p6.II.1 5/6	1.309	83,934.67	68,314.58	121,490.64
1	F10	p6.II.1 5/6	1.309	84,743.40	59,124.84	105,147.61
1	F11	p6.II.1 5/6	1.309	74,712.80	63,245.86	112,476.44
1	F12	p6.II.1 5/6	1.309	61,398.17	63,695.95	113,276.88
1	H01	Background	1.309	0	0	0
1	H02	Background	1.309	0	0	0
1	H03	Background	1.309	0	0	0
1	H04	Background	1.309	0	0	0
1	H05	Background	1.309	0	0	0
1	H06	Background	1.309	0	0	0
1	H07	Background	1.309	0	0	0
1	H08	Background	1.309	0	0	0
1	H09	Background	1.309	0	0	0
1	H10	Background	1.309	0	0	0
1	H11	Background	1.309	0	0	0
1	H12	Background	1.309	0	0	0
2	A01	Background	7.866	0	0	0
2	A02	Background	7.866	0	0	0
2	A03	Background	7.866	0	0	0
2	A04	Background	7.866	0	0	0
2	A05	Background	7.866	0	0	0
2	A06	Background	7.866	0	0	0
2	A07	Background	7.866	0	0	0
2	A08	Background	7.866	0	0	0
2	A09	Background	7.866	0	0	0
2	A10	Background	7.866	0	0	0
2	A11	Background	7.866	0	0	0
