time	well1	fibro_id	time_exact	ocr	ecar	ppr
1	A01	Background	1.30754	0	0	0
1	A02	Background	1.30754	0	0	0
1	A03	Background	1.30754	0	0	0
1	A04	Background	1.30754	0	0	0
1	A05	Background	1.30754	0	0	0
1	A06	Background	1.30754	0	0	0
1	A07	Background	1.30754	0	0	0
1	A08	Background	1.30754	0	0	0
1	A09	Background	1.30754	0	0	0
1	A10	Background	1.30754	0	0	0
1	A11	Background	1.30754	0	0	0
1	A12	Background	1.30754	0	0	0
1	B01	c1 3/4	1.30754	124,167.58	83,973.85	149,339.10
1	B02	c1 3/4	1.30754	166,835.99	87,561.56	155,719.47
1	B03	c1 3/4	1.30754	160,440.06	83,618.79	148,707.66
1	B04	c1 3/4	1.30754	159,367.76	123,785.32	220,139.81
1	B05	c1 3/4	1.30754	154,096.56	86,533.60	153,891.35
1	B06	c1 3/4	1.30754	154,006.25	92,376.44	164,282.27
1	B07	c1 5/6	1.30754	156,919.71	104,577.92	185,981.37
1	B08	c1 5/6	1.30754	155,421.87	108,014.95	192,093.79
1	B09	c1 5/6	1.30754	160,873.60	66,908.73	118,990.49
1	B10	c1 5/6	1.30754	151,037.88	92,622.08	164,719.10
1	B11	c1 5/6	1.30754	163,387.04	112,580.00	200,212.27
1	B12	c1 5/6	1.30754	132,790.01	85,289.94	151,679.64
1	C01	c3 3/4	1.30754	75,278.17	22,002.72	39,129.64
1	C02	c3 3/4	1.30754	99,393.79	33,765.71	60,048.94
1	C03	c3 3/4	1.30754	112,926.15	35,284.34	62,749.67
1	C04	c3 3/4	1.30754	107,963.59	32,945.71	58,590.64
1	C05	c3 3/4	1.30754	101,989.66	37,503.25	66,695.77
1	C06	c3 3/4	1.30754	105,690.23	20,510.65	36,476.14
1	C07	c3 5/6	1.30754	107,697.79	27,464.02	48,842.01
1	C08	c3 5/6	1.30754	104,645.54	31,256.87	55,587.23
1	C09	c3 5/6	1.30754	103,944.95	6,977.67	12,409.09
1	C10	c3 5/6	1.30754	101,824.17	27,261.49	48,481.84
