time	well1	fibro_id	time_exact	ocr	ecar	ppr
1	A01	Background	1.30988	0	0	0
1	A02	Background	1.30988	0	0	0
1	A03	Background	1.30988	0	0	0
1	A04	Background	1.30988	0	0	0
1	A05	Background	1.30988	0	0	0
1	A06	Background	1.30988	0	0	0
1	A07	Background	1.30988	0	0	0
1	A08	Background	1.30988	0	0	0
1	A09	Background	1.30988	0	0	0
1	A10	Background	1.30988	0	0	0
1	A11	Background	1.30988	0	0	0
1	A12	Background	1.30988	0	0	0
1	B01	c1 3/4	1.30988	67,145.16	45,229.76	80,436.60
1	B02	c1 3/4	1.30988	97,049.27	59,544.59	105,894.11
1	B03	c1 3/4	1.30988	92,944.49	69,452.62	123,514.54
1	B04	c1 3/4	1.30988	93,316.84	61,184.31	108,810.18
1	B05	c1 3/4	1.30988	107,309.31	70,577.33	125,514.73
1	B06	c1 3/4	1.30988	95,075.09	56,871.26	101,139.85
1	B07	c1 5/6	1.30988	94,170.95	67,816.81	120,605.42
1	B08	c1 5/6	1.30988	92,506.14	63,583.74	113,077.32
1	B09	c1 5/6	1.30988	85,706.29	69,004.16	122,716.99
1	B10	c1 5/6	1.30988	91,842.31	84,044.11	149,464.04
1	B11	c1 5/6	1.30988	61,748.87	77,011.26	136,956.83
1	B12	c1 5/6	1.30988	86,573.37	56,059.77	99,696.70
1	C01	c3 3/4	1.30988	89,824.81	35,519.77	63,168.37
1	C02	c3 3/4	1.30988	117,400.57	39,417.09	70,099.35
1	C03	c3 3/4	1.30988	114,229.53	46,544.22	82,774.23
1	C04	c3 3/4	1.30988	113,298.94	38,120.24	67,793.03
1	C05	c3 3/4	1.30988	112,352.39	46,673.68	83,004.48
1	C06	c3 3/4	1.30988	119,667.67	50,344.76	89,533.12
1	C07	c3 5/6	1.30988	100,092.95	25,998.42	46,235.59
1	C08	c3 5/6	1.30988	111,395.80	42,242.18	75,123.49
1	C09	c3 5/6	1.30988	106,240.85	26,068.17	46,359.64
1	C10	c3 5/6	1.30988	92,535.82	29,598.95	52,638.78
1	C11	c3 5/6	1.30988	87,661.71	22,035.34	39,187.66
1	C12	c3 5/6	1.30988	92,970.67	32,270.51	57,389.88
1	D01	c2 3/4	1.30988	159,435.98	72,116.58	128,252.13
1	D02	c2 3/4	1.30988	243,608.78	115,420.18	205,263.26
1	D03	c2 3/4	1.30988	241,797.40	110,273.08	196,109.65
1	D04	c2 3/4	1.30988	246,105.37	83,074.09	147,738.96
1	D05	c2 3/4	1.30988	264,981.03	128,440.97	228,419.42
1	D06	c2 3/4	1.30988	247,595.32	130,617.46	232,290.08
1	D07	c2 5/6	1.30988	253,009.45	107,822.15	191,750.92
1	D08	c2 5/6	1.30988	242,581.74	126,469.20	224,912.82
1	D09	c2 5/6	1.30988	227,485.81	119,141.89	211,881.94
1	D10	c2 5/6	1.30988	249,990.66	144,430.28	256,854.81
1	D11	c2 5/6	1.30988	203,924.43	79,053.67	140,589.04
1	D12	c2 5/6	1.30988	224,814.55	114,048.94	202,824.64
1	E01	p11.II.1 3/4	1.30988	62,134.98	74,115.61	131,807.20
1	E02	p11.II.1 3/4	1.30988	95,899.42	105,730.06	188,030.34
1	E03	p11.II.1 3/4	1.30988	81,642.02	121,397.21	215,892.80
1	E04	p11.II.1 3/4	1.30988	157,390.89	136,633.03	242,988.19
1	E05	p11.II.1 3/4	1.30988	93,960.01	116,207.76	206,663.88
1	E06	p11.II.1 3/4	1.30988	97,882.18	110,103.65	195,808.34
1	E07	p11.II.1 5/6	1.30988	98,414.26	98,833.17	175,764.91
1	E08	p11.II.1 5/6	1.30988	92,164.10	75,266.45	133,853.86
1	E09	p11.II.1 5/6	1.30988	103,055.03	112,281.12	199,680.74
1	E10	p11.II.1 5/6	1.30988	87,997.69	82,195.67	146,176.77
1	E11	p11.II.1 5/6	1.30988	89,869.85	102,899.97	182,997.30
1	E12	p11.II.1 5/6	1.30988	68,394.60	74,466.60	132,431.40
1	F01	p4.I.2 3/4	1.30988	39,219.80	10,483.91	18,644.58
1	F02	p4.I.2 3/4	1.30988	68,922.02	43,860.28	78,001.13
1	F03	p4.I.2 3/4	1.30988	58,865.73	32,960.03	58,616.13
1	F04	p4.I.2 3/4	1.30988	64,984.93	37,566.21	66,807.74
1	F05	p4.I.2 3/4	1.30988	71,429.87	44,137.00	78,493.23
1	F06	p4.I.2 3/4	1.30988	76,875.39	44,704.02	79,501.63
1	F07	p4.I.2 5/6	1.30988	65,099.97	51,719.08	91,977.21
1	F08	p4.I.2 5/6	1.30988	67,397.82	43,712.58	77,738.46
1	F09	p4.I.2 5/6	1.30988	68,314.48	48,492.91	86,239.79
1	F10	p4.I.2 5/6	1.30988	58,342.20	29,900.99	53,175.91
1	F11	p4.I.2 5/6	1.30988	73,073.62	31,931.58	56,787.12
1	F12	p4.I.2 5/6	1.30988	52,561.37	20,016.93	35,598.11
1	G01	p4.II.2 3/4	1.30988	41,954.64	22,678.32	40,331.12
1	G02	p4.II.2 3/4	1.30988	79,530.71	34,327.48	61,047.98
1	G03	p4.II.2 3/4	1.30988	78,727.33	65,756.60	116,941.54
1	G04	p4.II.2 3/4	1.30988	78,683.81	29,943.56	53,251.62
1	G05	p4.II.2 3/4	1.30988	82,244.70	39,254.45	69,810.11
1	G06	p4.II.2 3/4	1.30988	67,828.66	42,220.30	75,084.58
1	G07	p4.II.2 5/6	1.30988	67,251.16	40,234.46	71,552.96
1	G08	p4.II.2 5/6	1.30988	58,464.64	40,404.11	71,854.67
1	G09	p4.II.2 5/6	1.30988	71,151.37	48,598.50	86,427.58
1	G10	p4.II.2 5/6	1.30988	75,523.59	37,975.17	67,535.04
1	G11	p4.II.2 5/6	1.30988	32,602.23	39,817.92	70,812.19
1	G12	p4.II.2 5/6	1.30988	49,155.94	19,909.90	35,407.77
1	H01	Background	1.30988	0	0	0
1	H02	Background	1.30988	0	0	0
1	H03	Background	1.30988	0	0	0
1	H04	Background	1.30988	0	0	0
1	H05	Background	1.30988	0	0	0
1	H06	Background	1.30988	0	0	0
1	H07	Background	1.30988	0	0	0
1	H08	Background	1.30988	0	0	0
1	H09	Background	1.30988	0	0	0
1	H10	Background	1.30988	0	0	0
1	H11	Background	1.30988	0	0	0
1	H12	Background	1.30988	0	0	0
2	A01	Background	7.88009	0	0	0
2	A02	Background	7.88009	0	0	0
2	A03	Background	7.88009	0	0	0
2	A04	Background	7.88009	0	0	0
2	A05	Background	7.88009	0	0	0
2	A06	Background	7.88009	0	0	0
2	A07	Background	7.88009	0	0	0
2	A08	Background	7.88009	0	0	0
2	A09	Background	7.88009	0	0	0
2	A10	Background	7.88009	0	0	0
2	A11	Background	7.88009	0	0	0
2	A12	Background	7.88009	0	0	0
2	B01	c1 3/4	7.88009	65,405.42	39,066.02	69,475.01
2	B02	c1 3/4	7.88009	94,164.35	49,006.92	87,153.91
2	B03	c1 3/4	7.88009	85,807.63	63,094.70	112,207.61
2	B04	c1 3/4	7.88009	84,929.78	58,763.26	104,504.59
2	B05	c1 3/4	7.88009	95,525.05	63,716.68	113,313.75
2	B06	c1 3/4	7.88009	86,298.68	59,070.17	105,050.39
2	B07	c1 5/6	7.88009	88,597.43	25,788.41	45,862.10
2	B08	c1 5/6	7.88009	85,676.63	61,402.07	109,197.45
2	B09	c1 5/6	7.88009	79,567.94	60,257.09	107,161.21
2	B10	c1 5/6	7.88009	83,599.91	59,877.16	106,485.54
2	B11	c1 5/6	7.88009	60,616.77	68,019.59	120,966.05
2	B12	c1 5/6	7.88009	81,241.39	40,158.67	71,418.18
2	C01	c3 3/4	7.88009	83,913.88	31,278.90	55,626.40
2	C02	c3 3/4	7.88009	117,974.89	37,577.90	66,828.54
2	C03	c3 3/4	7.88009	105,660.23	41,752.91	74,253.38
2	C04	c3 3/4	7.88009	104,318.21	37,952.97	67,495.55
2	C05	c3 3/4	7.88009	106,020.68	35,201.81	62,602.89
2	C06	c3 3/4	7.88009	108,662.86	41,264.88	73,385.47
2	C07	c3 5/6	7.88009	92,405.52	28,316.29	50,357.68
2	C08	c3 5/6	7.88009	100,148.31	34,488.07	61,333.58
2	C09	c3 5/6	7.88009	97,049.09	26,363.98	46,885.71
2	C10	c3 5/6	7.88009	85,935.80	27,134.49	48,255.98
2	C11	c3 5/6	7.88009	83,638.06	26,731.24	47,538.83
2	C12	c3 5/6	7.88009	88,617.26	32,955.93	58,608.82
2	D01	c2 3/4	7.88009	149,927.77	69,308.61	123,258.43
2	D02	c2 3/4	7.88009	223,697.11	100,111.20	178,037.75
2	D03	c2 3/4	7.88009	223,959.66	112,738.10	200,493.43
2	D04	c2 3/4	7.88009	228,933.63	86,178.29	153,259.48
2	D05	c2 3/4	7.88009	241,161.77	119,003.82	211,636.38
2	D06	c2 3/4	7.88009	245,598.70	130,433.01	231,962.07
2	D07	c2 5/6	7.88009	228,551.96	101,304.32	180,159.60
2	D08	c2 5/6	7.88009	220,744.07	121,015.84	215,214.58
2	D09	c2 5/6	7.88009	210,451.46	115,991.66	206,279.56
2	D10	c2 5/6	7.88009	228,482.51	118,186.11	210,182.19
2	D11	c2 5/6	7.88009	193,704.95	88,689.22	157,724.91
2	D12	c2 5/6	7.88009	208,690.17	83,263.43	148,075.68
2	E01	p11.II.1 3/4	7.88009	59,266.08	71,121.27	126,482.06
2	E02	p11.II.1 3/4	7.88009	89,990.57	97,526.85	173,441.75
2	E03	p11.II.1 3/4	7.88009	63,715.11	97,234.30	172,921.47
2	E04	p11.II.1 3/4	7.88009	145,216.83	147,059.09	261,529.89
2	E05	p11.II.1 3/4	7.88009	87,568.68	95,158.75	169,230.31
2	E06	p11.II.1 3/4	7.88009	91,560.66	100,823.85	179,305.13
2	E07	p11.II.1 5/6	7.88009	90,549.73	84,597.73	150,448.61
2	E08	p11.II.1 5/6	7.88009	87,491.61	76,059.55	135,264.30
2	E09	p11.II.1 5/6	7.88009	93,324.38	102,996.68	183,169.29
2	E10	p11.II.1 5/6	7.88009	84,303.63	77,043.76	137,014.63
2	E11	p11.II.1 5/6	7.88009	86,406.38	91,934.89	163,497.01
2	E12	p11.II.1 5/6	7.88009	63,724.41	63,525.95	112,974.55
2	F01	p4.I.2 3/4	7.88009	37,150.83	10,684.64	19,001.56
2	F02	p4.I.2 3/4	7.88009	65,903.64	25,903.73	46,067.20
2	F03	p4.I.2 3/4	7.88009	53,748.85	24,767.99	44,047.40
2	F04	p4.I.2 3/4	7.88009	61,626.18	30,235.00	53,769.92
2	F05	p4.I.2 3/4	7.88009	65,497.30	33,907.21	60,300.58
2	F06	p4.I.2 3/4	7.88009	67,750.61	34,712.02	61,731.86
2	F07	p4.I.2 5/6	7.88009	59,978.02	35,887.76	63,822.80
2	F08	p4.I.2 5/6	7.88009	60,246.58	34,313.63	61,023.36
2	F09	p4.I.2 5/6	7.88009	58,460.01	35,593.92	63,300.23
2	F10	p4.I.2 5/6	7.88009	51,648.82	23,016.15	40,931.92
2	F11	p4.I.2 5/6	7.88009	65,372.51	25,348.57	45,079.90
2	F12	p4.I.2 5/6	7.88009	45,458.61	11,400.41	20,274.48
