time	well1	fibro_id	time_exact	ocr	ecar	ppr
1	A01	Background	1.30832	0	0	0
1	A02	Background	1.30832	0	0	0
1	A03	Background	1.30832	0	0	0
1	A04	Background	1.30832	0	0	0
1	A05	Background	1.30832	0	0	0
1	A06	Background	1.30832	0	0	0
1	A07	Background	1.30832	0	0	0
1	A08	Background	1.30832	0	0	0
1	A09	Background	1.30832	0	0	0
1	A10	Background	1.30832	0	0	0
1	A11	Background	1.30832	0	0	0
1	A12	Background	1.30832	0	0	0
1	B01	c1 3/4	1.30832	121,883.00	99,106.00	176,250.11
1	B02	c1 3/4	1.30832	135,513.64	154,051.55	273,965.27
1	B03	c1 3/4	1.30832	135,572.89	145,091.13	258,030.07
1	B04	c1 3/4	1.30832	81,522.29	109,344.92	194,459.01
1	B05	c1 3/4	1.30832	126,498.77	141,985.16	252,506.41
1	B06	c1 3/4	1.30832	62,535.01	104,934.95	186,616.31
1	B07	c1 5/6	1.30832	99,086.83	116,181.57	206,617.30
1	B08	c1 5/6	1.30832	126,371.75	123,654.16	219,906.56
1	B09	c1 5/6	1.30832	130,589.80	118,691.87	211,081.63
1	B10	c1 5/6	1.30832	45,776.10	91,727.20	163,127.66
1	B11	c1 5/6	1.30832	112,988.58	103,610.83	184,261.50
1	B12	c1 5/6	1.30832	116,544.05	86,789.89	154,347.14
1	C01	c3 3/4	1.30832	147,893.40	103,539.05	184,133.84
1	C02	c3 3/4	1.30832	85,869.81	170,620.42	303,431.36
1	C03	c3 3/4	1.30832	120,555.23	125,525.53	223,234.61
1	C04	c3 3/4	1.30832	177,051.32	166,769.91	296,583.60
1	C05	c3 3/4	1.30832	162,514.15	130,634.91	232,321.12
1	C06	c3 3/4	1.30832	176,001.38	127,686.29	227,077.30
1	C07	c3 5/6	1.30832	178,808.95	147,967.07	263,144.64
1	C08	c3 5/6	1.30832	99,293.02	123,892.92	220,331.17
1	C09	c3 5/6	1.30832	152,695.36	137,935.63	245,304.72
1	C10	c3 5/6	1.30832	153,820.62	130,648.90	232,346.01
1	C11	c3 5/6	1.30832	141,662.93	124,827.14	221,992.59
1	C12	c3 5/6	1.30832	105,851.21	95,663.85	170,128.59
1	D01	c2 3/4	1.30832	162,365.22	103,307.92	183,722.80
1	D02	c2 3/4	1.30832	101,865.18	106,974.25	190,243.00
1	D03	c2 3/4	1.30832	194,026.19	162,099.67	288,278.06
1	D04	c2 3/4	1.30832	172,676.46	133,005.11	236,536.29
1	D05	c2 3/4	1.30832	175,249.24	106,483.29	189,369.88
1	D06	c2 3/4	1.30832	90,721.02	101,997.97	181,393.19
1	D07	c2 5/6	1.30832	173,983.53	124,231.42	220,933.16
1	D08	c2 5/6	1.30832	193,837.00	87,364.16	155,368.42
1	D09	c2 5/6	1.30832	54,668.12	66,814.85	118,823.54
1	D10	c2 5/6	1.30832	170,873.92	116,600.94	207,363.12
1	D11	c2 5/6	1.30832	156,596.94	104,409.34	185,681.58
1	D12	c2 5/6	1.30832	116,340.22	79,452.77	141,298.80
1	E01	p3.I.2 3/4	1.30832	138,446.94	139,111.77	247,396.37
1	E02	p3.I.2 3/4	1.30832	187,521.26	233,587.54	415,412.07
1	E03	p3.I.2 3/4	1.30832	238,111.60	173,416.96	308,404.71
1	E04	p3.I.2 3/4	1.30832	181,170.05	158,523.16	281,917.59
1	E05	p3.I.2 3/4	1.30832	170,663.71	185,090.41	329,164.79
1	E06	p3.I.2 3/4	1.30832	175,194.47	99,292.47	176,581.74
1	E07	p3.I.2 5/6	1.30832	145,772.29	107,067.66	190,409.13
1	E08	p3.I.2 5/6	1.30832	165,868.28	126,707.51	225,336.63
1	E09	p3.I.2 5/6	1.30832	135,038.19	87,788.24	156,122.61
1	E10	p3.I.2 5/6	1.30832	161,721.39	129,285.39	229,921.14
1	E11	p3.I.2 5/6	1.30832	140,981.99	122,514.09	217,879.06
1	E12	p3.I.2 5/6	1.30832	162,777.79	158,796.82	282,404.27
1	F01	p3.II.2 3/4	1.30832	159,724.43	103,469.87	184,010.81
1	F02	p3.II.2 3/4	1.30832	174,656.94	166,703.81	296,466.06
1	F03	p3.II.2 3/4	1.30832	172,714.84	159,975.29	284,500.05
1	F04	p3.II.2 3/4	1.30832	152,118.76	112,681.17	200,392.19
1	F05	p3.II.2 3/4	1.30832	159,851.09	92,358.30	164,250.00
1	F06	p3.II.2 3/4	1.30832	163,605.33	90,066.87	160,174.92
1	F07	p3.II.2 5/6	1.30832	164,973.02	114,457.80	203,551.75
1	F08	p3.II.2 5/6	1.30832	167,056.41	137,182.62	243,965.57
1	F09	p3.II.2 5/6	1.30832	182,689.59	123,137.40	218,987.55
1	F10	p3.II.2 5/6	1.30832	152,588.06	97,218.02	172,892.53
1	F11	p3.II.2 5/6	1.30832	161,171.41	100,413.95	178,576.16
1	F12	p3.II.2 5/6	1.30832	143,589.27	88,956.46	158,200.17
1	G01	p3.III.1 3/4	1.30832	122,878.85	91,914.04	163,459.94
1	G02	p3.III.1 3/4	1.30832	140,263.84	112,169.33	199,481.93
1	G03	p3.III.1 3/4	1.30832	151,396.51	109,416.92	194,587.05
1	G04	p3.III.1 3/4	1.30832	145,048.79	79,123.45	140,713.15
1	G05	p3.III.1 3/4	1.30832	141,599.21	78,382.88	139,396.11
1	G06	p3.III.1 3/4	1.30832	70,590.31	62,109.64	110,455.79
1	G07	p3.III.1 5/6	1.30832	138,628.09	81,482.26	144,908.05
1	G08	p3.III.1 5/6	1.30832	129,014.55	81,934.48	145,712.28
1	G09	p3.III.1 5/6	1.30832	126,727.46	88,281.51	156,999.84
1	G10	p3.III.1 5/6	1.30832	144,772.96	76,756.25	136,503.31
1	G11	p3.III.1 5/6	1.30832	126,119.24	70,022.16	124,527.40
1	G12	p3.III.1 5/6	1.30832	123,723.25	91,102.77	162,017.17
1	H01	Background	1.30832	0	0	0
1	H02	Background	1.30832	0	0	0
1	H03	Background	1.30832	0	0	0
1	H04	Background	1.30832	0	0	0
1	H05	Background	1.30832	0	0	0
1	H06	Background	1.30832	0	0	0
1	H07	Background	1.30832	0	0	0
1	H08	Background	1.30832	0	0	0
1	H09	Background	1.30832	0	0	0
1	H10	Background	1.30832	0	0	0
1	H11	Background	1.30832	0	0	0
1	H12	Background	1.30832	0	0	0
2	A01	Background	7.80651	0	0	0
2	A02	Background	7.80651	0	0	0
2	A03	Background	7.80651	0	0	0
2	A04	Background	7.80651	0	0	0
2	A05	Background	7.80651	0	0	0
2	A06	Background	7.80651	0	0	0
2	A07	Background	7.80651	0	0	0
2	A08	Background	7.80651	0	0	0
2	A09	Background	7.80651	0	0	0
2	A10	Background	7.80651	0	0	0
2	A11	Background	7.80651	0	0	0
2	A12	Background	7.80651	0	0	0
2	B01	c1 3/4	7.80651	117,795.92	88,053.18	156,593.77
2	B02	c1 3/4	7.80651	130,712.80	103,885.88	184,750.65
2	B03	c1 3/4	7.80651	133,706.39	104,033.79	185,013.69
2	B04	c1 3/4	7.80651	76,664.80	90,083.58	160,204.64
2	B05	c1 3/4	7.80651	119,570.88	110,200.29	195,980.19
2	B06	c1 3/4	7.80651	55,673.47	81,276.41	144,541.96
2	B07	c1 5/6	7.80651	90,691.74	68,737.47	122,242.73
2	B08	c1 5/6	7.80651	122,062.42	89,148.40	158,541.52
2	B09	c1 5/6	7.80651	111,054.19	85,885.46	152,738.69
2	B10	c1 5/6	7.80651	41,932.71	65,382.40	116,276.06
2	B11	c1 5/6	7.80651	111,337.79	81,426.90	144,809.61
2	B12	c1 5/6	7.80651	113,569.19	66,294.49	117,898.12
2	C01	c3 3/4	7.80651	145,891.18	77,654.96	138,101.59
2	C02	c3 3/4	7.80651	67,247.78	149,382.16	265,661.23
2	C03	c3 3/4	7.80651	100,869.15	85,408.73	151,890.88
2	C04	c3 3/4	7.80651	162,357.18	128,462.62	228,457.93
2	C05	c3 3/4	7.80651	153,202.11	133,390.92	237,222.41
2	C06	c3 3/4	7.80651	167,797.16	122,322.29	217,537.97
2	C07	c3 5/6	7.80651	164,717.02	124,464.11	221,346.98
2	C08	c3 5/6	7.80651	85,754.22	112,246.87	199,619.84
2	C09	c3 5/6	7.80651	139,411.89	105,743.51	188,054.25
