time	well1	fibro_id	time_exact	ocr	ecar	ppr	plate_id
1	A01	Background	1.306	0	0	0	2019-09-10_1
1	A02	Background	1.306	0	0	0	2019-09-10_1
1	A03	Background	1.306	0	0	0	2019-09-10_1
1	A04	Background	1.306	0	0	0	2019-09-10_1
1	A05	Background	1.306	0	0	0	2019-09-10_1
1	A06	Background	1.306	0	0	0	2019-09-10_1
1	A07	Background	1.306	0	0	0	2019-09-10_1
1	A08	Background	1.306	0	0	0	2019-09-10_1
1	A09	Background	1.306	0	0	0	2019-09-10_1
1	A10	Background	1.306	0	0	0	2019-09-10_1
1	A11	Background	1.306	0	0	0	2019-09-10_1
1	A12	Background	1.306	0	0	0	2019-09-10_1
1	B01	c1 3/4	1.306	130,612.66	86,431.95	153,710.57	2019-09-10_1
1	B02	c1 3/4	1.306	143,875.67	108,926.93	193,715.65	2019-09-10_1
1	B03	c1 3/4	1.306	117,020.38	127,406.75	226,580.17	2019-09-10_1
1	B04	c1 3/4	1.306	128,770.87	75,751.80	134,717.00	2019-09-10_1
1	B05	c1 3/4	1.306	130,317.77	82,235.85	146,248.23	2019-09-10_1
1	B06	c1 3/4	1.306	129,734.62	75,420.64	134,128.07	2019-09-10_1
1	B07	c1 5/6	1.306	130,257.78	85,008.79	151,179.63	2019-09-10_1
1	B08	c1 5/6	1.306	128,024.26	86,517.75	153,863.16	2019-09-10_1
1	B09	c1 5/6	1.306	136,787.94	95,323.99	169,524.19	2019-09-10_1
1	B10	c1 5/6	1.306	125,194.02	84,608.52	150,467.78	2019-09-10_1
1	B11	c1 5/6	1.306	123,147.00	87,607.95	155,801.99	2019-09-10_1
1	B12	c1 5/6	1.306	115,791.98	85,215.75	151,547.69	2019-09-10_1
1	C01	c3 3/4	1.306	140,332.42	50,440.24	89,702.92	2019-09-10_1
1	C02	c3 3/4	1.306	155,221.35	116,621.92	207,400.43	2019-09-10_1
1	C03	c3 3/4	1.306	155,835.37	94,069.10	167,292.48	2019-09-10_1
1	C04	c3 3/4	1.306	153,488.20	104,376.49	185,623.15	2019-09-10_1
1	C05	c3 3/4	1.306	147,951.79	70,044.61	124,567.33	2019-09-10_1
1	C06	c3 3/4	1.306	159,094.23	71,516.16	127,184.33	2019-09-10_1
1	C07	c3 5/6	1.306	152,684.73	89,212.62	158,655.72	2019-09-10_1
1	C08	c3 5/6	1.306	162,455.48	101,495.22	180,499.09	2019-09-10_1
1	C09	c3 5/6	1.306	146,924.78	87,276.57	155,212.66	2019-09-10_1
1	C10	c3 5/6	1.306	153,001.41	79,448.17	141,290.63	2019-09-10_1
1	C11	c3 5/6	1.306	144,766.08	83,770.27	148,977.04	2019-09-10_1
1	C12	c3 5/6	1.306	132,189.08	104,631.24	186,076.21	2019-09-10_1
1	D01	c2 3/4	1.306	144,196.19	62,800.42	111,684.27	2019-09-10_1
1	D02	c2 3/4	1.306	151,949.48	77,694.13	138,171.24	2019-09-10_1
1	D03	c2 3/4	1.306	153,572.83	91,000.14	161,834.65	2019-09-10_1
1	D04	c2 3/4	1.306	148,049.86	70,074.55	124,620.58	2019-09-10_1
1	D05	c2 3/4	1.306	157,477.52	62,008.02	110,275.07	2019-09-10_1
1	D06	c2 3/4	1.306	160,338.11	70,349.56	125,109.66	2019-09-10_1
1	D07	c2 5/6	1.306	169,609.35	75,673.32	134,577.43	2019-09-10_1
1	D08	c2 5/6	1.306	134,570.13	61,646.28	109,631.74	2019-09-10_1
1	D09	c2 5/6	1.306	146,215.71	62,363.29	110,906.88	2019-09-10_1
1	D10	c2 5/6	1.306	150,458.03	65,607.00	116,675.49	2019-09-10_1
1	D11	c2 5/6	1.306	136,727.10	65,898.53	117,193.95	2019-09-10_1
1	D12	c2 5/6	1.306	147,538.73	70,542.78	125,453.28	2019-09-10_1
1	E01	p3.I.2 3/4	1.306	110,765.75	137,691.76	244,871.02	2019-09-10_1
1	E02	p3.I.2 3/4	1.306	127,087.17	110,376.40	196,293.39	2019-09-10_1
1	E03	p3.I.2 3/4	1.306	146,841.02	107,617.27	191,386.54	2019-09-10_1
1	E04	p3.I.2 3/4	1.306	143,973.17	114,475.75	203,583.67	2019-09-10_1
1	E05	p3.I.2 3/4	1.306	124,939.17	90,583.23	161,093.21	2019-09-10_1
1	E06	p3.I.2 3/4	1.306	122,070.22	89,029.09	158,329.33	2019-09-10_1
1	E07	p3.I.2 5/6	1.306	136,282.83	87,619.98	155,823.37	2019-09-10_1
1	E08	p3.I.2 5/6	1.306	136,249.48	107,438.38	191,068.42	2019-09-10_1
1	E09	p3.I.2 5/6	1.306	121,223.76	102,598.54	182,461.24	2019-09-10_1
1	E10	p3.I.2 5/6	1.306	131,029.27	97,531.03	173,449.18	2019-09-10_1
1	E11	p3.I.2 5/6	1.306	116,323.95	93,314.19	165,949.95	2019-09-10_1
1	E12	p3.I.2 5/6	1.306	105,829.84	127,947.63	227,542.07	2019-09-10_1
1	F01	p3.II.2 3/4	1.306	114,620.07	81,323.87	144,626.36	2019-09-10_1
1	F02	p3.II.2 3/4	1.306	138,719.76	84,371.03	150,045.44	2019-09-10_1
1	F03	p3.II.2 3/4	1.306	140,054.38	90,123.15	160,275.01	2019-09-10_1
1	F04	p3.II.2 3/4	1.306	133,768.00	86,168.92	153,242.81	2019-09-10_1
1	F05	p3.II.2 3/4	1.306	154,314.76	82,801.38	147,253.97	2019-09-10_1
1	F06	p3.II.2 3/4	1.306	135,676.10	63,788.29	113,441.10	2019-09-10_1
1	F07	p3.II.2 5/6	1.306	138,461.74	53,980.47	95,998.86	2019-09-10_1
1	F08	p3.II.2 5/6	1.306	133,795.98	65,445.21	116,387.76	2019-09-10_1
1	F09	p3.II.2 5/6	1.306	124,271.34	55,889.71	99,394.26	2019-09-10_1
1	F10	p3.II.2 5/6	1.306	133,249.13	74,170.72	131,905.20	2019-09-10_1
1	F11	p3.II.2 5/6	1.306	121,398.58	75,455.52	134,190.09	2019-09-10_1
1	F12	p3.II.2 5/6	1.306	115,623.30	67,090.18	119,313.17	2019-09-10_1
1	G01	p3.III.1 3/4	1.306	85,034.94	59,544.13	105,893.28	2019-09-10_1
1	G02	p3.III.1 3/4	1.306	115,747.64	75,040.58	133,452.18	2019-09-10_1
1	G03	p3.III.1 3/4	1.306	108,546.45	80,548.52	143,247.49	2019-09-10_1
1	G04	p3.III.1 3/4	1.306	123,055.33	73,757.38	131,170.12	2019-09-10_1
1	G05	p3.III.1 3/4	1.306	114,082.41	69,345.35	123,323.78	2019-09-10_1
1	G06	p3.III.1 3/4	1.306	117,296.01	63,086.05	112,192.23	2019-09-10_1
1	G07	p3.III.1 5/6	1.306	115,901.86	59,710.38	106,188.94	2019-09-10_1
1	G08	p3.III.1 5/6	1.306	114,834.84	72,148.34	128,308.61	2019-09-10_1
1	G09	p3.III.1 5/6	1.306	126,200.31	81,173.88	144,359.63	2019-09-10_1
1	G10	p3.III.1 5/6	1.306	127,579.35	72,539.33	129,003.94	2019-09-10_1
1	G11	p3.III.1 5/6	1.306	106,388.48	66,957.88	119,077.89	2019-09-10_1
1	G12	p3.III.1 5/6	1.306	106,429.88	86,704.89	154,195.98	2019-09-10_1
1	H01	Background	1.306	0	0	0	2019-09-10_1
1	H02	Background	1.306	0	0	0	2019-09-10_1
1	H03	Background	1.306	0	0	0	2019-09-10_1
1	H04	Background	1.306	0	0	0	2019-09-10_1
1	H05	Background	1.306	0	0	0	2019-09-10_1
1	H06	Background	1.306	0	0	0	2019-09-10_1
1	H07	Background	1.306	0	0	0	2019-09-10_1
1	H08	Background	1.306	0	0	0	2019-09-10_1
1	H09	Background	1.306	0	0	0	2019-09-10_1
1	H10	Background	1.306	0	0	0	2019-09-10_1
1	H11	Background	1.306	0	0	0	2019-09-10_1
1	H12	Background	1.306	0	0	0	2019-09-10_1
2	A01	Background	7.796	0	0	0	2019-09-10_1
2	A02	Background	7.796	0	0	0	2019-09-10_1
2	A03	Background	7.796	0	0	0	2019-09-10_1
2	A04	Background	7.796	0	0	0	2019-09-10_1
2	A05	Background	7.796	0	0	0	2019-09-10_1
2	A06	Background	7.796	0	0	0	2019-09-10_1
2	A07	Background	7.796	0	0	0	2019-09-10_1
2	A08	Background	7.796	0	0	0	2019-09-10_1
2	A09	Background	7.796	0	0	0	2019-09-10_1
2	A10	Background	7.796	0	0	0	2019-09-10_1
2	A11	Background	7.796	0	0	0	2019-09-10_1
2	A12	Background	7.796	0	0	0	2019-09-10_1
2	B01	c1 3/4	7.796	132,973.80	67,694.63	120,388.12	2019-09-10_1
2	B02	c1 3/4	7.796	137,623.04	53,932.36	95,913.31	2019-09-10_1
2	B03	c1 3/4	7.796	115,913.64	109,791.92	195,253.95	2019-09-10_1
2	B04	c1 3/4	7.796	125,513.68	66,061.12	117,483.10	2019-09-10_1
2	B05	c1 3/4	7.796	127,517.83	57,945.29	103,049.91	2019-09-10_1
2	B06	c1 3/4	7.796	127,405.97	67,218.33	119,541.08	2019-09-10_1
2	B07	c1 5/6	7.796	126,274.42	66,099.72	117,551.74	2019-09-10_1
2	B08	c1 5/6	7.796	119,459.57	68,329.12	121,516.50	2019-09-10_1
2	B09	c1 5/6	7.796	128,713.12	76,638.65	136,294.18	2019-09-10_1
2	B10	c1 5/6	7.796	118,939.00	70,000.26	124,488.45	2019-09-10_1
2	B11	c1 5/6	7.796	119,065.80	63,290.24	112,555.37	2019-09-10_1
2	B12	c1 5/6	7.796	114,541.12	79,339.11	141,096.67	2019-09-10_1
2	C01	c3 3/4	7.796	134,030.43	44,540.42	79,210.69	2019-09-10_1
2	C02	c3 3/4	7.796	144,117.99	107,391.12	190,984.37	2019-09-10_1
2	C03	c3 3/4	7.796	147,818.90	86,715.83	154,215.44	2019-09-10_1
2	C04	c3 3/4	7.796	145,913.98	90,695.50	161,292.88	2019-09-10_1
2	C05	c3 3/4	7.796	139,863.06	68,322.04	121,503.92	2019-09-10_1
2	C06	c3 3/4	7.796	157,093.05	67,336.00	119,750.35	2019-09-10_1
2	C07	c3 5/6	7.796	153,709.35	70,878.72	126,050.71	2019-09-10_1
2	C08	c3 5/6	7.796	152,647.15	90,406.10	160,778.20	2019-09-10_1
2	C09	c3 5/6	7.796	137,351.79	83,462.29	148,429.34	2019-09-10_1
2	C10	c3 5/6	7.796	137,480.27	67,807.05	120,588.05	2019-09-10_1
2	C11	c3 5/6	7.796	134,469.89	77,638.35	138,072.04	2019-09-10_1
2	C12	c3 5/6	7.796	129,479.77	99,827.49	177,533.20	2019-09-10_1
2	D01	c2 3/4	7.796	139,077.01	58,892.25	104,733.98	2019-09-10_1
2	D02	c2 3/4	7.796	147,501.20	66,938.66	119,043.71	2019-09-10_1
2	D03	c2 3/4	7.796	151,862.29	62,153.97	110,534.62	2019-09-10_1
2	D04	c2 3/4	7.796	143,930.99	59,382.85	105,606.47	2019-09-10_1
2	D05	c2 3/4	7.796	153,815.48	63,350.72	112,662.91	2019-09-10_1
2	D06	c2 3/4	7.796	152,866.31	60,808.01	108,140.96	2019-09-10_1
2	D07	c2 5/6	7.796	163,673.45	57,934.91	103,031.45	2019-09-10_1
2	D08	c2 5/6	7.796	131,203.53	55,044.08	97,890.39	2019-09-10_1
2	D09	c2 5/6	7.796	140,858.70	57,706.06	102,624.46	2019-09-10_1
2	D10	c2 5/6	7.796	143,553.19	63,501.59	112,931.22	2019-09-10_1
2	D11	c2 5/6	7.796	133,811.89	57,922.82	103,009.95	2019-09-10_1
2	D12	c2 5/6	7.796	144,085.09	52,993.20	94,243.10	2019-09-10_1
2	E01	p3.I.2 3/4	7.796	110,894.72	131,185.45	233,300.21	2019-09-10_1
2	E02	p3.I.2 3/4	7.796	105,119.39	118,588.95	210,898.60	2019-09-10_1
2	E03	p3.I.2 3/4	7.796	131,490.94	113,188.34	201,294.15	2019-09-10_1
2	E04	p3.I.2 3/4	7.796	141,282.09	115,199.89	204,871.49	2019-09-10_1
2	E05	p3.I.2 3/4	7.796	118,062.01	99,991.02	177,824.02	2019-09-10_1
2	E06	p3.I.2 3/4	7.796	111,167.51	82,981.76	147,574.75	2019-09-10_1
2	E07	p3.I.2 5/6	7.796	124,138.86	87,345.18	155,334.68	2019-09-10_1
2	E08	p3.I.2 5/6	7.796	120,428.29	97,971.72	174,232.91	2019-09-10_1
2	E09	p3.I.2 5/6	7.796	113,832.17	91,229.18	162,241.98	2019-09-10_1
2	E10	p3.I.2 5/6	7.796	120,890.68	95,545.19	169,917.57	2019-09-10_1
2	E11	p3.I.2 5/6	7.796	108,415.57	101,732.14	180,920.44	2019-09-10_1
2	E12	p3.I.2 5/6	7.796	101,180.51	131,390.30	233,664.51	2019-09-10_1
2	F01	p3.II.2 3/4	7.796	113,275.18	71,776.39	127,647.14	2019-09-10_1
2	F02	p3.II.2 3/4	7.796	132,056.37	75,186.98	133,712.52	2019-09-10_1
2	F03	p3.II.2 3/4	7.796	128,228.60	71,774.65	127,644.03	2019-09-10_1
2	F04	p3.II.2 3/4	7.796	123,288.96	71,304.45	126,807.83	2019-09-10_1
2	F05	p3.II.2 3/4	7.796	138,407.84	71,076.73	126,402.85	2019-09-10_1
2	F06	p3.II.2 3/4	7.796	126,494.84	60,730.04	108,002.31	2019-09-10_1
2	F07	p3.II.2 5/6	7.796	130,322.93	66,082.73	117,521.53	2019-09-10_1
2	F08	p3.II.2 5/6	7.796	121,249.39	59,625.64	106,038.24	2019-09-10_1
2	F09	p3.II.2 5/6	7.796	111,618.75	66,744.34	118,698.14	2019-09-10_1
2	F10	p3.II.2 5/6	7.796	124,590.11	66,926.13	119,021.44	2019-09-10_1
2	F11	p3.II.2 5/6	7.796	114,536.80	59,980.22	106,668.82	2019-09-10_1
2	F12	p3.II.2 5/6	7.796	116,124.50	49,830.52	88,618.59	2019-09-10_1
2	G01	p3.III.1 3/4	7.796	82,272.59	47,728.87	84,881.02	2019-09-10_1
2	G02	p3.III.1 3/4	7.796	113,455.76	68,701.94	122,179.53	2019-09-10_1
2	G03	p3.III.1 3/4	7.796	106,446.51	74,296.25	132,128.45	2019-09-10_1
2	G04	p3.III.1 3/4	7.796	117,946.06	72,537.19	129,000.14	2019-09-10_1
2	G05	p3.III.1 3/4	7.796	108,966.95	67,732.16	120,454.87	2019-09-10_1
2	G06	p3.III.1 3/4	7.796	112,835.59	61,201.62	108,840.96	2019-09-10_1
2	G07	p3.III.1 5/6	7.796	111,195.60	51,380.41	91,374.92	2019-09-10_1
2	G08	p3.III.1 5/6	7.796	110,969.29	66,980.01	119,117.24	2019-09-10_1
2	G09	p3.III.1 5/6	7.796	118,990.02	77,552.08	137,918.61	2019-09-10_1
2	G10	p3.III.1 5/6	7.796	123,924.79	70,577.78	125,515.52	2019-09-10_1
2	G11	p3.III.1 5/6	7.796	100,493.56	62,041.45	110,334.52	2019-09-10_1
2	G12	p3.III.1 5/6	7.796	103,767.35	98,498.85	175,170.35	2019-09-10_1
2	H01	Background	7.796	0	0	0	2019-09-10_1
2	H02	Background	7.796	0	0	0	2019-09-10_1
2	H03	Background	7.796	0	0	0	2019-09-10_1
2	H04	Background	7.796	0	0	0	2019-09-10_1
2	H05	Background	7.796	0	0	0	2019-09-10_1
2	H06	Background	7.796	0	0	0	2019-09-10_1
2	H07	Background	7.796	0	0	0	2019-09-10_1
2	H08	Background	7.796	0	0	0	2019-09-10_1
2	H09	Background	7.796	0	0	0	2019-09-10_1
2	H10	Background	7.796	0	0	0	2019-09-10_1
2	H11	Background	7.796	0	0	0	2019-09-10_1
2	H12	Background	7.796	0	0	0	2019-09-10_1
3	A01	Background	14.286	0	0	0	2019-09-10_1
3	A02	Background	14.286	0	0	0	2019-09-10_1
3	A03	Background	14.286	0	0	0	2019-09-10_1
3	A04	Background	14.286	0	0	0	2019-09-10_1
3	A05	Background	14.286	0	0	0	2019-09-10_1
3	A06	Background	14.286	0	0	0	2019-09-10_1
3	A07	Background	14.286	0	0	0	2019-09-10_1
3	A08	Background	14.286	0	0	0	2019-09-10_1
3	A09	Background	14.286	0	0	0	2019-09-10_1
3	A10	Background	14.286	0	0	0	2019-09-10_1
3	A11	Background	14.286	0	0	0	2019-09-10_1
3	A12	Background	14.286	0	0	0	2019-09-10_1
3	B01	c1 3/4	14.286	136,051.18	66,793.74	118,785.99	2019-09-10_1
3	B02	c1 3/4	14.286	137,282.51	60,062.52	106,815.19	2019-09-10_1
3	B03	c1 3/4	14.286	116,794.00	106,846.53	190,015.88	2019-09-10_1
3	B04	c1 3/4	14.286	127,144.09	64,527.70	114,756.06	2019-09-10_1
3	B05	c1 3/4	14.286	128,027.67	58,451.68	103,950.47	2019-09-10_1
3	B06	c1 3/4	14.286	127,978.12	66,888.71	118,954.88	2019-09-10_1
3	B07	c1 5/6	14.286	126,165.57	67,438.30	119,932.27	2019-09-10_1
3	B08	c1 5/6	14.286	123,808.66	65,849.06	117,105.97	2019-09-10_1
3	B09	c1 5/6	14.286	127,897.47	76,694.98	136,394.35	2019-09-10_1
3	B10	c1 5/6	14.286	121,695.41	68,856.88	122,455.08	2019-09-10_1
3	B11	c1 5/6	14.286	120,923.89	62,344.57	110,873.58	2019-09-10_1
3	B12	c1 5/6	14.286	114,743.40	78,233.43	139,130.33	2019-09-10_1
3	C01	c3 3/4	14.286	139,493.87	44,702.82	79,499.49	2019-09-10_1
3	C02	c3 3/4	14.286	147,011.42	102,029.00	181,448.38	2019-09-10_1
3	C03	c3 3/4	14.286	148,577.71	83,766.59	148,970.51	2019-09-10_1
3	C04	c3 3/4	14.286	147,011.16	79,549.02	141,469.97	2019-09-10_1
3	C05	c3 3/4	14.286	142,605.59	65,470.66	116,433.01	2019-09-10_1
3	C06	c3 3/4	14.286	158,033.24	63,805.90	113,472.42	2019-09-10_1
3	C07	c3 5/6	14.286	148,885.97	69,938.38	124,378.42	2019-09-10_1
3	C08	c3 5/6	14.286	150,721.03	90,426.33	160,814.19	2019-09-10_1
3	C09	c3 5/6	14.286	133,810.05	85,874.13	152,718.55	2019-09-10_1
3	C10	c3 5/6	14.286	143,190.45	70,255.68	124,942.71	2019-09-10_1
3	C11	c3 5/6	14.286	133,900.24	73,760.03	131,174.83	2019-09-10_1
3	C12	c3 5/6	14.286	132,900.17	90,745.85	161,382.42	2019-09-10_1
3	D01	c2 3/4	14.286	138,644.40	56,946.29	101,273.28	2019-09-10_1
3	D02	c2 3/4	14.286	149,378.52	70,258.77	124,948.20	2019-09-10_1
3	D03	c2 3/4	14.286	153,787.63	56,681.93	100,803.15	2019-09-10_1
3	D04	c2 3/4	14.286	146,045.96	57,150.15	101,635.83	2019-09-10_1
3	D05	c2 3/4	14.286	154,712.70	60,182.78	107,029.05	2019-09-10_1
3	D06	c2 3/4	14.286	154,755.65	59,131.65	105,159.73	2019-09-10_1
3	D07	c2 5/6	14.286	164,652.63	55,097.52	97,985.44	2019-09-10_1
3	D08	c2 5/6	14.286	130,966.24	55,894.99	99,403.65	2019-09-10_1
3	D09	c2 5/6	14.286	141,444.44	57,655.21	102,534.03	2019-09-10_1
3	D10	c2 5/6	14.286	143,746.54	62,002.18	110,264.67	2019-09-10_1
3	D11	c2 5/6	14.286	133,196.03	58,056.51	103,247.70	2019-09-10_1
3	D12	c2 5/6	14.286	142,693.37	53,492.72	95,131.44	2019-09-10_1
3	E01	p3.I.2 3/4	14.286	111,658.84	128,725.43	228,925.31	2019-09-10_1
3	E02	p3.I.2 3/4	14.286	102,478.47	123,868.78	220,288.24	2019-09-10_1
3	E03	p3.I.2 3/4	14.286	129,306.12	119,380.17	212,305.70	2019-09-10_1
3	E04	p3.I.2 3/4	14.286	129,526.18	120,855.14	214,928.79	2019-09-10_1
3	E05	p3.I.2 3/4	14.286	117,785.63	106,779.33	189,896.37	2019-09-10_1
3	E06	p3.I.2 3/4	14.286	113,087.26	86,165.67	153,237.03	2019-09-10_1
3	E07	p3.I.2 5/6	14.286	120,738.77	95,770.45	170,318.16	2019-09-10_1
3	E08	p3.I.2 5/6	14.286	118,301.07	104,319.89	185,522.49	2019-09-10_1
3	E09	p3.I.2 5/6	14.286	109,587.17	100,819.99	179,298.27	2019-09-10_1
3	E10	p3.I.2 5/6	14.286	117,582.82	102,926.74	183,044.91	2019-09-10_1
3	E11	p3.I.2 5/6	14.286	105,970.32	106,663.86	189,691.00	2019-09-10_1
3	E12	p3.I.2 5/6	14.286	95,701.56	127,930.93	227,512.36	2019-09-10_1
3	F01	p3.II.2 3/4	14.286	114,820.78	70,689.29	125,713.83	2019-09-10_1
3	F02	p3.II.2 3/4	14.286	133,618.88	74,783.48	132,994.93	2019-09-10_1
3	F03	p3.II.2 3/4	14.286	128,403.83	68,294.14	121,454.29	2019-09-10_1
3	F04	p3.II.2 3/4	14.286	123,507.05	76,393.60	135,858.37	2019-09-10_1
3	F05	p3.II.2 3/4	14.286	138,750.60	71,106.87	126,456.46	2019-09-10_1
3	F06	p3.II.2 3/4	14.286	129,866.41	60,725.80	107,994.76	2019-09-10_1
3	F07	p3.II.2 5/6	14.286	129,542.72	65,913.97	117,221.41	2019-09-10_1
3	F08	p3.II.2 5/6	14.286	121,960.58	58,851.46	104,661.43	2019-09-10_1
3	F09	p3.II.2 5/6	14.286	110,554.63	65,134.77	115,835.67	2019-09-10_1
3	F10	p3.II.2 5/6	14.286	126,493.12	65,890.17	117,179.08	2019-09-10_1
3	F11	p3.II.2 5/6	14.286	114,731.18	61,107.11	108,672.89	2019-09-10_1
3	F12	p3.II.2 5/6	14.286	117,514.04	50,478.58	89,771.10	2019-09-10_1
3	G01	p3.III.1 3/4	14.286	84,196.73	47,500.46	84,474.82	2019-09-10_1
3	G02	p3.III.1 3/4	14.286	114,421.72	69,342.23	123,318.23	2019-09-10_1
3	G03	p3.III.1 3/4	14.286	106,770.41	75,431.20	134,146.84	2019-09-10_1
3	G04	p3.III.1 3/4	14.286	117,005.59	73,210.09	130,196.83	2019-09-10_1
3	G05	p3.III.1 3/4	14.286	107,970.69	69,599.95	123,776.55	2019-09-10_1
3	G06	p3.III.1 3/4	14.286	113,506.37	62,301.55	110,797.08	2019-09-10_1
3	G07	p3.III.1 5/6	14.286	112,013.27	54,463.20	96,857.36	2019-09-10_1
3	G08	p3.III.1 5/6	14.286	109,829.27	68,590.01	121,980.47	2019-09-10_1
3	G09	p3.III.1 5/6	14.286	116,812.49	77,550.69	137,916.15	2019-09-10_1
3	G10	p3.III.1 5/6	14.286	122,143.36	71,969.26	127,990.14	2019-09-10_1
3	G11	p3.III.1 5/6	14.286	99,106.98	62,243.59	110,694.00	2019-09-10_1
3	G12	p3.III.1 5/6	14.286	104,554.05	94,361.32	167,812.17	2019-09-10_1
3	H01	Background	14.286	0	0	0	2019-09-10_1
3	H02	Background	14.286	0	0	0	2019-09-10_1
3	H03	Background	14.286	0	0	0	2019-09-10_1
3	H04	Background	14.286	0	0	0	2019-09-10_1
3	H05	Background	14.286	0	0	0	2019-09-10_1
3	H06	Background	14.286	0	0	0	2019-09-10_1
3	H07	Background	14.286	0	0	0	2019-09-10_1
3	H08	Background	14.286	0	0	0	2019-09-10_1
3	H09	Background	14.286	0	0	0	2019-09-10_1
3	H10	Background	14.286	0	0	0	2019-09-10_1
3	H11	Background	14.286	0	0	0	2019-09-10_1
3	H12	Background	14.286	0	0	0	2019-09-10_1
4	A01	Background	20.752	0	0	0	2019-09-10_1
4	A02	Background	20.752	0	0	0	2019-09-10_1
4	A03	Background	20.752	0	0	0	2019-09-10_1
4	A04	Background	20.752	0	0	0	2019-09-10_1
4	A05	Background	20.752	0	0	0	2019-09-10_1
4	A06	Background	20.752	0	0	0	2019-09-10_1
4	A07	Background	20.752	0	0	0	2019-09-10_1
4	A08	Background	20.752	0	0	0	2019-09-10_1
4	A09	Background	20.752	0	0	0	2019-09-10_1
4	A10	Background	20.752	0	0	0	2019-09-10_1
4	A11	Background	20.752	0	0	0	2019-09-10_1
4	A12	Background	20.752	0	0	0	2019-09-10_1
4	B01	c1 3/4	20.752	138,600.65	65,040.29	115,667.65	2019-09-10_1
4	B02	c1 3/4	20.752	140,474.35	59,289.82	105,441.01	2019-09-10_1
4	B03	c1 3/4	20.752	117,632.91	107,103.01	190,471.99	2019-09-10_1
4	B04	c1 3/4	20.752	130,598.01	64,261.86	114,283.28	2019-09-10_1
4	B05	c1 3/4	20.752	127,963.91	58,968.89	104,870.28	2019-09-10_1
4	B06	c1 3/4	20.752	129,598.77	66,857.51	118,899.39	2019-09-10_1
4	B07	c1 5/6	20.752	126,058.63	65,523.90	116,527.70	2019-09-10_1
4	B08	c1 5/6	20.752	123,808.82	64,545.81	114,788.27	2019-09-10_1
4	B09	c1 5/6	20.752	130,911.22	74,835.69	133,087.80	2019-09-10_1
4	B10	c1 5/6	20.752	122,538.86	67,873.01	120,705.37	2019-09-10_1
4	B11	c1 5/6	20.752	121,575.63	60,772.65	108,078.08	2019-09-10_1
4	B12	c1 5/6	20.752	115,077.33	76,426.66	135,917.17	2019-09-10_1
4	C01	c3 3/4	20.752	137,644.95	39,117.86	69,567.21	2019-09-10_1
4	C02	c3 3/4	20.752	150,342.08	98,658.02	175,453.41	2019-09-10_1
4	C03	c3 3/4	20.752	152,503.33	83,256.22	148,062.86	2019-09-10_1
4	C04	c3 3/4	20.752	153,545.06	79,411.56	141,225.53	2019-09-10_1
4	C05	c3 3/4	20.752	144,850.88	65,919.87	117,231.89	2019-09-10_1
4	C06	c3 3/4	20.752	153,897.50	63,777.94	113,422.68	2019-09-10_1
4	C07	c3 5/6	20.752	152,796.09	67,334.41	119,747.51	2019-09-10_1
4	C08	c3 5/6	20.752	152,676.85	88,179.07	156,817.65	2019-09-10_1
4	C09	c3 5/6	20.752	136,414.17	82,432.49	146,597.94	2019-09-10_1
4	C10	c3 5/6	20.752	140,742.09	67,182.67	119,477.66	2019-09-10_1
4	C11	c3 5/6	20.752	133,241.89	70,837.40	125,977.23	2019-09-10_1
4	C12	c3 5/6	20.752	132,078.21	86,076.93	153,079.21	2019-09-10_1
4	D01	c2 3/4	20.752	139,424.15	55,976.14	99,547.98	2019-09-10_1
4	D02	c2 3/4	20.752	149,979.29	70,932.99	126,147.22	2019-09-10_1
4	D03	c2 3/4	20.752	153,624.88	58,032.53	103,205.06	2019-09-10_1
4	D04	c2 3/4	20.752	146,855.40	57,776.34	102,749.45	2019-09-10_1
4	D05	c2 3/4	20.752	155,302.57	60,993.19	108,470.28	2019-09-10_1
4	D06	c2 3/4	20.752	155,342.80	58,389.47	103,839.84	2019-09-10_1
4	D07	c2 5/6	20.752	165,030.38	53,770.92	95,626.20	2019-09-10_1
4	D08	c2 5/6	20.752	132,292.46	57,991.36	103,131.84	2019-09-10_1
4	D09	c2 5/6	20.752	141,751.57	58,494.69	104,026.96	2019-09-10_1
4	D10	c2 5/6	20.752	146,102.85	62,236.53	110,681.44	2019-09-10_1
4	D11	c2 5/6	20.752	134,160.95	57,353.88	101,998.14	2019-09-10_1
4	D12	c2 5/6	20.752	140,775.77	50,809.40	90,359.44	2019-09-10_1
4	E01	p3.I.2 3/4	20.752	111,665.60	127,129.50	226,087.11	2019-09-10_1
4	E02	p3.I.2 3/4	20.752	102,643.84	126,005.24	224,087.73	2019-09-10_1
4	E03	p3.I.2 3/4	20.752	130,638.80	124,971.80	222,249.86	2019-09-10_1
4	E04	p3.I.2 3/4	20.752	129,401.56	120,408.60	214,134.65	2019-09-10_1
4	E05	p3.I.2 3/4	20.752	117,264.75	108,910.50	193,686.43	2019-09-10_1
4	E06	p3.I.2 3/4	20.752	113,457.06	90,213.07	160,434.92	2019-09-10_1
4	E07	p3.I.2 5/6	20.752	119,087.89	99,816.47	177,513.62	2019-09-10_1
4	E08	p3.I.2 5/6	20.752	118,134.28	106,870.45	190,058.41	2019-09-10_1
4	E09	p3.I.2 5/6	20.752	108,827.27	104,166.87	185,250.36	2019-09-10_1
